wall_time,t,loop_dt,mode,armed,px_ref,py_ref,pz_ref,vx_ref,vy_ref,vz_ref,px,py,pz,vx,vy,vz,roll,pitch,yaw,ex,ey,ez,pos_err_norm,ux,uy,uz,u_norm,batt_v
1782844748.1896,0.0297,0.0313,?,0,-0.0004908711371837519,-0.0145045016538724,-0.003244795960239113,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.012487309174436483,0.025136214738748937,9.51354352490311,9.513584926956174,-0.026754851134685693,-0.38466686078692364,-16.369107699579274,16.373648686113683,0.0
1782844748.1906,0.0318,0.0010,?,0,-0.0005256517347209243,-0.015532215846633633,-0.0034747054697507164,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.01245252857689931,0.02616392893151017,9.513773434412622,9.513817560684062,-0.02676041603029164,-0.3848312950577654,-16.36943876927297,16.37398353689471,0.0
1782844748.1991,0.0401,0.0085,?,0,-0.0006616852269098131,-0.01955180034238525,-0.004373925025506532,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.012316495084710423,0.030183513427261787,9.514672653968377,9.51472850126096,-0.026782181389041863,-0.3854744285770857,-16.37073364543326,16.375293216002188,0.0
1782844748.2193,0.0603,0.0201,?,0,-0.0009951838991199625,-0.029406183043288684,-0.006578444831949166,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.011982996412500273,0.04003789612816522,9.51687717377482,9.516968937957378,-0.026835541176595486,-0.38705112980923023,-16.373908153954535,16.378504112326485,0.0
1782844748.2389,0.0801,0.0197,?,0,-0.0013219066703278478,-0.039060348090618764,-0.00873817403137981,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.011656273641292387,0.0496920611754953,9.519036902974252,9.519173741971763,-0.02688781681998875,-0.38859579621680307,-16.37701816400172,16.38164990443798,0.0
1782844748.2590,0.1001,0.0201,?,0,-0.0016517262092992533,-0.048806017954070934,-0.010918373734711986,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.011326454102320981,0.05943773103894747,9.521217102677584,9.521409362523686,-0.026940587946224174,-0.3901551033949554,-16.380157651574518,16.384825647238948,0.0
1782844748.2790,0.1201,0.0200,?,0,-0.001981793647087815,-0.05855901285362944,-0.013100212118788502,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.01099638666453242,0.06919072593850598,9.523398941061659,9.523656633231267,-0.02699339873627034,-0.3917155825788848,-16.383299498847585,16.388003911707795,0.0
1782844748.2988,0.1401,0.0199,?,0,-0.0023116525350778167,-0.06830584542122548,-0.015280671930175335,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.01066652777654242,0.07893755850610201,9.525579400873047,9.525912441089023,-0.027046176158348742,-0.3932750757897001,-16.386439360975984,16.391180302584228,0.0
1782844748.3188,0.1601,0.0200,?,0,-0.0026421921610895326,-0.07807279277051034,-0.01746563161090774,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.010335988150530703,0.08870450585538688,9.527764360553778,9.528182881969093,-0.02709906249851062,-0.3948377873655857,-16.389585702916236,16.39436338351558,0.0
1782844748.3389,0.1801,0.0201,?,0,-0.0029730623188574563,-0.08784950683460367,-0.019652776199299265,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.010005117992762779,0.09848121991948021,9.52995150514217,9.53046558901633,-0.027152001723753486,-0.39640206161584063,-16.39273519112352,16.39754978257271,0.0
1782844748.3590,0.2001,0.0201,?,0,-0.0033021027472606573,-0.09757215515600734,-0.021827825763149226,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.009676077564359578,0.10820386824088388,9.53212655470602,9.532745583435602,-0.027204648192298,-0.3979576853472652,-16.395867262495464,16.400718694666423,0.0
1782844748.3790,0.2201,0.0200,?,0,-0.003632418083866375,-0.10733247509167218,-0.024011302827970083,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.009345762227753861,0.11796418817654872,9.534310031770842,9.535044345722252,-0.027257498646154912,-0.3995193365369716,-16.399011469468807,16.40390001942431,0.0
1782844748.3989,0.2401,0.0199,?,0,-0.003963292176536158,-0.1171093054261799,-0.026198473427167076,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.009014888135084078,0.12774101851105643,9.536497202370038,9.53735696756863,-0.027310438500982078,-0.40108362939049286,-16.40216099513165,16.407086860501295,0.0
1782844748.4299,0.2621,0.0310,?,0,-0.004326031104465136,-0.12782769357638854,-0.02859627952902556,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.0086521492071551,0.13845940666126508,9.538895008471897,9.53990376521844,-0.027368476729450714,-0.40279857149452625,-16.405613835918327,16.41058076534744,0.0
1782844748.4403,0.2801,0.0104,?,0,-0.00462262039723206,-0.1365914597903477,-0.030556817980199633,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.012978180311620235,0.010631713084876537,9.510298728942871,0.019436851143836975,-0.011867131106555462,1.0032382011413574,0,0,0,-0.008355559914388175,0.14722317287522424,9.540855546923071,9.541995024378584,-0.027415931016293422,-0.4042007740887597,-16.40843701128802,16.413437636657772,0.0
1782844748.4605,0.3001,0.0202,?,0,-0.004952715379333639,-0.14634526858280691,-0.03273883843991441,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.008794479072093964,0.007745563983917236,9.76677131652832,0.015559348277747631,-0.036202386021614075,0.5986347794532776,0,0,0,-0.0038417636927603246,0.15409083256672415,9.799510154968235,9.800722321398304,-0.025036136118882404,-0.38583139570735275,-15.809851434821661,15.814578561098548,0.0
1782844748.4791,0.3201,0.0186,?,0,-0.0052827828171222,-0.15609826348236544,-0.03492067682399093,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.00853013712912798,0.007037287577986717,9.778316497802734,0.015071245841681957,-0.041595496237277985,0.5602593421936035,0,0,0,-0.003247354312005779,0.16313555106035216,9.813237174626725,9.81459360334424,-0.024740759670950595,-0.38296406249380216,-15.73751729370667,15.742195658422855,0.0
1782844748.4992,0.3401,0.0201,?,0,-0.005612795166284728,-0.16584963059612254,-0.03710215105679092,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.008308473974466324,0.006274044513702393,9.78903579711914,0.014517497271299362,-0.04734501987695694,0.5199582576751709,0,0,0,-0.0026956788081815963,0.17212367510982493,9.826137948175932,9.827645740603426,-0.024386028895256387,-0.37980254342997466,-15.65937180477329,15.663995977097601,0.0
1782844748.5189,0.3601,0.0197,?,0,-0.0059428783436807275,-0.17560309057733858,-0.0392840934840893,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.008308473974466324,0.006274044513702393,9.78903579711914,0.014517497271299362,-0.04734501987695694,0.5199582576751709,0,0,0,-0.0023655956307855963,0.18187713509104098,9.82831989060323,9.830002887097171,-0.024438842203639746,-0.3813630970269692,-15.6625138018686,15.667175037718405,0.0
1782844748.5391,0.3801,0.0202,?,0,-0.00627283560421722,-0.18535282990529428,-0.04146520356561278,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.00805606972426176,0.005322923883795738,9.798896789550781,0.013986311852931976,-0.053530845791101456,0.47769999504089355,0,0,0,-0.001783234120044541,0.19067575378909002,9.840361993116394,9.842209334218442,-0.024107071710664407,-0.37782221528734145,-15.57843459916529,15.583034214739481,0.0
1782844748.5592,0.4001,0.0201,?,0,-0.006602950260828097,-0.19510722004982542,-0.04364735407935488,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.00790360476821661,0.004444291349500418,9.807900428771973,0.013333726674318314,-0.05992245301604271,0.4334876537322998,0,0,0,-0.0013006545073885132,0.19955151139932584,9.851547782851327,9.853568704545921,-0.023662216305798442,-0.37412905072502617,-15.488432517242968,15.492968543447903,0.0
1782844748.5790,0.4201,0.0198,?,0,-0.0069327855394069405,-0.20485335499493512,-0.04582765782590892,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.00774847436696291,0.003408995224162936,9.816006660461426,0.012694040313363075,-0.06658048182725906,0.38715478777885437,0,0,0,-0.0008156888275559692,0.20826235021909806,9.861834318287334,9.864033150452043,-0.02322806172580746,-0.37019636188721666,-15.392046249982549,15.396514951468982,0.0
1782844748.5992,0.4401,0.0202,?,0,-0.007263293686203779,-0.2146193721809049,-0.0480124094201976,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.007547600660473108,0.002114816103130579,9.823217391967773,0.012110699899494648,-0.07349038869142532,0.3386939465999603,0,0,0,-0.00028430697426932907,0.21673418828403548,9.87122980138797,9.873608842819914,-0.02284641049123858,-0.36602393048627363,-15.289269726818121,15.29366745602761,0.0
1782844748.6197,0.4605,0.0205,?,0,-0.007599763209317941,-0.22456153904467005,-0.05023656738476686,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.007396325934678316,0.0007702987059019506,9.829395294189453,0.011472763493657112,-0.08053991943597794,0.2881699204444885,0,0,0,0.00020343727463962517,0.225331837750572,9.87963186157422,9.882201181858385,-0.022414100446393984,-0.3617599298052774,-15.180111030713187,15.18443754452208,0.0
1782844748.6393,0.4801,0.0196,?,0,-0.00792355841354227,-0.23412919890369668,-0.052376944544931,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.007210311014205217,-0.0008219446172006428,9.834506034851074,0.010888843797147274,-0.08772329241037369,0.2354665994644165,0,0,0,0.0007132473993370532,0.23330725428649604,9.886882979396006,9.889635374061827,-0.022028534309137704,-0.3572892980715086,-15.064064670024386,15.068317267748153,0.0
1782844748.6605,0.5001,0.0212,?,0,-0.008253570762704797,-0.24388056601745378,-0.054558418777730995,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.007065183948725462,-0.002482740906998515,9.838428497314453,0.010254325345158577,-0.09491050988435745,0.18062017858028412,0,0,0,0.001188386813979335,0.24139782511045527,9.892986916092184,9.895931711779463,-0.02159694185388951,-0.3528340154241551,-14.941222928744963,14.9454040051379,0.0
1782844748.6822,0.5201,0.0217,?,0,-0.008584023820875602,-0.25364495541762216,-0.05674280622074315,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.007065183948725462,-0.002482740906998515,9.838428497314453,0.010254325345158577,-0.09491050988435745,0.18062017858028412,0,0,0,0.0015188398721501396,0.25116221451062365,9.895171303535196,9.898358444266346,-0.021649814343196835,-0.35439631772818203,-14.944368446662901,14.948585676715176,0.0
1782844748.6995,0.5401,0.0173,?,0,-0.008913741052398656,-0.2633876022503003,-0.05892232964313322,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.006621693726629019,-0.008492233231663704,9.84350299835205,0.008477945812046528,-0.11658990383148193,0.002814133884385228,0,0,0,0.002292047325769637,0.2548953690186366,9.902425327995184,9.905705642666181,-0.020352423909286318,-0.3376501072917645,-14.528079734615128,14.532017154939224,0.0
1782844748.7191,0.5601,0.0196,?,0,-0.009244689908203773,-0.27316664172268135,-0.06110999444763406,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.0064742909744381905,-0.010839616879820824,9.842805862426758,0.007893778383731842,-0.12371457368135452,-0.06105727702379227,0,0,0,0.0027703989337655825,0.2623270248428605,9.903915856874391,9.907389789602565,-0.019961626223913922,-0.3331394363437422,-14.37693471002156,14.380807766144143,0.0
1782844748.7389,0.5801,0.0198,?,0,-0.009574690452660722,-0.28291766002519525,-0.06329139064801766,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.0064742909744381905,-0.010839616879820824,9.842805862426758,0.007893778383731842,-0.12371457368135452,-0.06105727702379227,0,0,0,0.0031003994782225312,0.2720780431453744,9.906097253074776,9.90983344266766,-0.020014426311027032,-0.33469959927214443,-14.380075920550114,14.383984422954533,0.0
1782844748.7592,0.6001,0.0203,?,0,-0.009903904016745745,-0.2926454242448319,-0.06546758468730811,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.0064176837913692,-0.013044603168964386,9.840981483459473,0.007255312986671925,-0.13059189915657043,-0.12705770134925842,0,0,0,0.0034862202253765455,0.27960082107586753,9.906449068146781,9.910394639602602,-0.01956538531292374,-0.3304013833608507,-14.222181515872682,14.226032298179973,0.0
1782844748.7793,0.6201,0.0201,?,0,-0.010234010803552903,-0.30239958184853427,-0.06764968317943928,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.006359543651342392,-0.015417402610182762,9.837808609008789,0.006665772292762995,-0.13735702633857727,-0.19538019597530365,0,0,0,0.003874467152210511,0.2869821792383515,9.905458292188229,9.90961541942858,-0.019155872266090033,-0.3261702989212426,-14.056780811389858,14.060577541153805,0.0
1782844748.7991,0.6401,0.0199,?,0,-0.010563850017033607,-0.3121458330640584,-0.06983001293679879,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.006267210468649864,-0.01808871515095234,9.833221435546875,0.0061560566537082195,-0.1441061645746231,-0.2660317122936249,0,0,0,0.004296639548383743,0.29405711791310607,9.903051448483673,9.907417223526087,-0.01881564733823393,-0.32190297852036664,-13.883751317291326,13.887495317606904,0.0
1782844748.8192,0.6601,0.0201,?,0,-0.010894558843825286,-0.3219177800411619,-0.07201609108216622,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.006213138811290264,-0.020769769325852394,9.827216148376465,0.005577644798904657,-0.15061652660369873,-0.33901119232177734,0,0,0,0.004681420032535022,0.3011480107153095,9.89923223945863,9.903812951120818,-0.018414482731855284,-0.31782923174545874,-13.7031009042277,13.70679863809096,0.0
1782844748.8393,0.6801,0.0201,?,0,-0.01122449642985248,-0.33166693801704566,-0.07419707110966237,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.006134309805929661,-0.023722507059574127,9.819676399230957,0.005060752388089895,-0.1570904552936554,-0.4143378436565399,0,0,0,0.00509018662392282,0.30794443095747154,9.893873470340619,9.898665967172926,-0.018066371457825522,-0.3137375160322393,-13.514600313494332,13.518253557921039,0.0
1782844748.8593,0.7001,0.0200,?,0,-0.01155437499235178,-0.3414143519367136,-0.07637766097507653,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.006085794419050217,-0.026695938780903816,9.81059741973877,0.004509436897933483,-0.1633196473121643,-0.4918830394744873,0,0,0,0.005468580573301563,0.3147184131558098,9.886975080713846,9.891984322248462,-0.017685862097600993,-0.3098379995691663,-13.318558162468706,13.322173392609667,0.0
1782844748.8793,0.7201,0.0200,?,0,-0.011884891008952339,-0.35118060166351217,-0.07856246459097614,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.0060380143113434315,-0.029815038666129112,9.799944877624512,0.003980111796408892,-0.16940392553806305,-0.571813702583313,0,0,0,0.005846876697608907,0.32136556299738306,9.878507342215487,9.883734988416728,-0.017322929396270493,-0.306034120963099,-13.114531027569887,13.11811270877674,0.0
1782844748.8992,0.7401,0.0199,?,0,-0.012214635784788411,-0.36092406238909097,-0.08074217008900447,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.0059785437770187855,-0.033166222274303436,9.78768253326416,0.0034939127508550882,-0.1754089891910553,-0.6541690826416016,0,0,0,0.006236092007769626,0.32775784011478754,9.868424703353165,9.873868047343516,-0.016996244609453166,-0.30225283437948997,-12.902359115468252,12.90591013422641,0.0
1782844748.9213,0.7601,0.0221,?,0,-0.012544711092380692,-0.3706772898294783,-0.08292406049469192,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.0059785437770187855,-0.033166222274303436,9.78768253326416,0.0034939127508550882,-0.1754089891910553,-0.6541690826416016,0,0,0,0.006566167315361906,0.33751106755517485,9.870606593758852,9.876377441351215,-0.01704905665866793,-0.3038133507699519,-12.905501037652442,12.909087894010455,0.0
1782844748.9413,0.7801,0.0200,?,0,-0.012874865098010165,-0.38043284267815325,-0.08510647111648868,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.005929459817707539,-0.04354449734091759,9.741087913513184,0.002018651692196727,-0.1921379268169403,-0.9148668050765991,0,0,0,0.006945405280302627,0.33688834533723566,9.826194384629673,9.831970203392924,-0.015929525886131755,-0.29033056511437366,-12.21587292266243,12.21933291343974,0.0
1782844748.9592,0.8001,0.0179,?,0,-0.013204783009528062,-0.3901814193019651,-0.0872873210899575,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.005964973475784063,-0.0470770001411438,9.72227954864502,0.0015174734871834517,-0.197299063205719,-1.0062966346740723,0,0,0,0.0072398095337439985,0.3431044191608213,9.809566869734978,9.815568003385838,-0.015575688002671754,-0.2871962278151244,-11.972497710180132,11.975951974502758,0.0
1782844748.9790,0.8201,0.0198,?,0,-0.013534630092812484,-0.399927903058318,-0.08946770286892793,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.0059702531434595585,-0.050904594361782074,9.701410293579102,0.001065018237568438,-0.2024407833814621,-1.1001838445663452,0,0,0,0.0075643769493529255,0.3490233086965359,9.79087799644803,9.797099899007987,-0.015265654589477172,-0.28402987400024426,-11.720256428905472,11.723707466873893,0.0
1782844748.9992,0.8401,0.0202,?,0,-0.013864980843534939,-0.4096892694277123,-0.09165141403099798,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.00600768718868494,-0.05468571186065674,9.678804397583008,0.0005853978218510747,-0.2073037028312683,-1.1963008642196655,0,0,0,0.007857293654849998,0.35500355756705554,9.770455811614006,9.776906260655808,-0.014928824929782814,-0.2810963782596824,-11.460167635576509,11.463624220952106,0.0
1782844749.0210,0.8601,0.0218,?,0,-0.014195516534644794,-0.4194561005065828,-0.09383634770092492,-0.01650417460940744,-0.4876734641424602,-0.10909722540814083,-0.006023360416293144,-0.05873146280646324,9.653886795043945,0.00015477754641324282,-0.21211673319339752,-1.2949002981185913,0,0,0,0.00817215611835165,0.36072463770011953,9.74772314274487,9.75439877778141,-0.014634706703592812,-0.2781613267912693,-11.190793951047533,11.194260009181699,0.0
