frame,time_s,marker_id,rx,ry,rz,x,y,z,range_m,u_px,v_px
97,7.6654,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
98,7.7399,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
99,7.8257,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
100,7.9069,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
101,7.9917,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
102,8.0681,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
103,8.1494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
104,8.2304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
105,8.3151,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
106,8.3916,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
107,8.4742,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
108,8.5595,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
109,8.6373,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
110,8.7197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
111,8.8012,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
112,8.8824,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
113,8.9644,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
114,9.0515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
115,9.1348,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
116,9.2124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
117,9.2948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
118,9.3777,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
119,9.4636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
120,9.5400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
121,9.6222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
122,9.7044,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
123,9.7895,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
124,9.8670,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
125,9.9524,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
126,10.0290,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
127,10.1099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
128,10.1958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
129,10.2724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
130,10.3538,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
131,10.4403,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
132,10.5175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
133,10.6036,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
134,10.6897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
135,10.7778,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
136,10.8569,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
137,10.9446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
138,11.0291,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
139,11.1167,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
140,11.2046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
141,11.2885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
142,11.3728,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
143,11.4561,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
144,11.5395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
145,11.6233,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
146,11.7112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
147,11.7952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
148,11.8742,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
149,11.9620,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
150,12.0498,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
151,12.1335,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
152,12.2179,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
153,12.3024,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
154,12.3870,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
155,12.4765,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
156,12.5636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
157,12.6498,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
158,12.7363,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
159,12.8187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
160,12.9319,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
161,13.0186,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
162,13.1043,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
163,13.1904,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
164,13.2796,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
165,13.3598,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
166,13.4463,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
167,13.5313,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
168,13.6165,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
169,13.7051,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
170,13.7942,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
171,13.8806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
172,13.9697,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
173,14.0495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
174,14.1344,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
175,14.2206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
176,14.3066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
177,14.3927,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
178,14.4817,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
179,14.5671,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
180,14.6494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
181,14.7397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
182,14.8285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
183,14.9165,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
184,15.0043,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
185,15.0921,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
186,15.1807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
187,15.2714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
188,15.3598,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
189,15.4474,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
190,15.5279,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191,15.6153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
192,15.7019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
193,15.7889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
194,15.8760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
195,15.9643,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
196,16.0505,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
197,16.1370,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
198,16.2285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
199,16.3223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200,16.4158,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
201,16.5048,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
202,16.5921,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
203,16.6797,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,16.7685,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
205,16.8604,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
206,16.9508,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
207,17.0408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
208,17.1322,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
209,17.2197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
210,17.3053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,17.3926,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
212,17.4753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
213,17.5642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
214,17.6543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
215,17.7367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,17.8276,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
217,17.9111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
218,17.9991,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
219,18.0893,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
220,18.1719,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
221,18.2631,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
222,18.3510,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
223,18.4398,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
224,18.5273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
225,18.6178,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
226,18.6996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
227,18.7903,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
228,18.8798,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
229,18.9667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
230,19.0570,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
231,19.1463,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
232,19.2384,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
233,19.3324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
234,19.4174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
235,19.5118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
236,19.6011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
237,19.6917,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
238,19.7823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
239,19.8737,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
240,19.9643,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
241,20.0576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
242,20.1425,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
243,20.2333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
244,20.3264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
245,20.4176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
246,20.5075,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
247,20.5976,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
248,20.6884,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
249,20.7806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
250,20.8642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
251,20.9554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
252,21.0433,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
253,21.1278,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
254,21.2174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
255,21.3074,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
256,21.3980,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
257,21.4918,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
258,21.5770,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
259,21.6663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
260,21.7573,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
261,21.8481,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
262,21.9429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
263,22.0280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
264,22.1210,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
265,22.2058,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
266,22.2969,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
267,22.3805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
268,22.4723,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
269,22.5550,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
270,22.6433,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
271,22.7316,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
272,22.8228,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
273,22.9062,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
274,22.9946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
275,23.0838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
276,23.1722,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
277,23.2606,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
278,23.3492,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
279,23.4368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
280,23.5246,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
281,23.6163,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
282,23.7075,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
283,23.8005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
284,23.8941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
285,23.9857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
286,24.0763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
287,24.1669,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
288,24.2579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
289,24.3505,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
290,24.4414,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
291,24.5266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
292,24.6202,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
293,24.7109,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
294,24.7959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
295,24.8891,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
296,24.9771,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
297,25.0687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
298,25.1573,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
299,25.2745,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,25.3660,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,25.4549,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
302,25.5450,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
303,25.6368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,25.7305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
305,25.8185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
306,25.9131,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
307,26.0043,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
308,26.0943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
309,26.1857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
310,26.2800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
311,26.3631,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
312,26.4546,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
313,26.5431,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
314,26.6260,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
315,26.7158,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
316,26.8089,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
317,26.8921,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
318,26.9785,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
319,27.0671,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
320,27.1570,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
321,27.2485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
322,27.3365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
323,27.4300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
324,27.5204,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
325,27.6098,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
326,27.6986,234,-0.214330,-3.061997,0.238548,-0.972459,-3.413950,5.452844,6.506476,929.50,22.75
326,27.6986,233,-0.170322,-3.068741,0.171258,-1.247852,-3.471540,5.621289,6.723661,876.75,34.50
327,27.7912,233,-0.189930,-3.059903,0.188884,-1.212085,-3.323214,5.578372,6.605387,880.50,55.75
327,27.7912,245,-0.206367,-3.055154,0.139175,-0.697031,-3.394274,5.528742,6.524871,992.00,31.50
327,27.7912,234,-0.216924,-3.041373,0.145132,-0.962921,-3.344300,5.535084,6.538250,933.25,44.00
328,27.8835,234,-0.250793,-3.063111,0.249086,-0.947276,-3.243836,5.520603,6.472778,935.00,60.50
328,27.8835,233,-0.197907,-3.102931,0.267598,-1.216404,-3.284849,5.671976,6.666422,882.50,72.25
328,27.8835,232,-0.247199,-3.081505,0.146153,-0.164624,-3.397279,5.520288,6.483994,1110.25,27.00
328,27.8835,231,-0.259627,-3.016065,0.202611,-0.385914,-3.372389,5.540705,6.497796,1061.00,34.50
328,27.8835,245,-0.257153,-3.043450,0.224669,-0.687866,-3.306531,5.540821,6.488991,993.50,48.50
329,27.9762,234,-0.197539,-3.082973,0.330768,-0.940443,-3.167952,5.509687,6.424718,935.25,73.25
329,27.9762,233,-0.196924,-3.079629,0.256599,-1.210324,-3.210233,5.665942,6.623698,882.50,85.00
329,27.9762,232,0.284051,2.546906,1.738787,-0.161479,-3.325536,5.518642,6.445206,1110.75,39.50
329,27.9762,231,-0.237848,-3.025239,0.213415,-0.378675,-3.281938,5.507775,6.422624,1061.75,47.25
329,27.9762,245,-0.235406,-3.001800,0.196193,-0.690570,-3.269760,5.593411,6.515709,993.75,60.75
330,28.0593,234,-0.250955,-3.041347,0.251658,-0.946878,-3.128641,5.530142,6.423974,934.00,82.75
330,28.0593,233,0.178438,2.351861,1.514946,-1.209390,-3.157375,5.669484,6.601112,882.00,94.75
330,28.0593,232,-0.270717,-3.052892,0.149622,-0.173918,-3.324760,5.607851,6.521677,1108.50,49.50
330,28.0593,245,-0.176128,-3.045364,0.282541,-0.679254,-3.138645,5.455588,6.330555,992.00,70.25
330,28.0593,231,-0.281351,-3.033627,0.252937,-0.388863,-3.231407,5.511852,6.401072,1059.25,57.00
331,28.1479,234,-0.206610,-3.045010,0.213943,-0.983515,-3.208059,5.694058,6.609179,932.00,85.25
331,28.1479,233,0.158812,2.286024,1.566359,-1.216377,-3.139132,5.649883,6.576846,879.50,96.25
331,28.1479,232,-0.252925,-3.061387,0.217435,-0.177675,-3.275712,5.555116,6.451448,1107.25,52.75
331,28.1479,231,-0.238580,-3.070233,0.227470,-0.398799,-3.244119,5.563637,6.452705,1057.75,60.25
331,28.1479,245,-0.171980,-3.035406,0.190910,-0.721635,-3.288659,5.745268,6.659139,990.50,73.25
332,28.2356,234,-0.205103,-3.075925,0.222618,-0.969970,-3.149867,5.573051,6.474674,930.50,83.50
332,28.2356,233,-0.188682,-3.079452,0.203733,-1.230341,-3.159511,5.665808,6.602850,877.50,94.50
332,28.2356,232,-0.251221,-3.040371,0.181364,-0.186198,-3.273746,5.539970,6.437650,1105.25,51.50
332,28.2356,231,0.272586,2.491634,1.705701,-0.409452,-3.274323,5.602984,6.502482,1056.00,58.75
332,28.2356,245,-0.232527,-3.024597,0.172544,-0.715959,-3.232288,5.634035,6.534726,988.75,72.00
333,28.3243,234,0.150249,2.356506,1.612904,-0.994529,-3.202136,5.654279,6.573707,928.25,82.25
333,28.3243,233,-0.243403,-3.072997,0.260124,-1.235377,-3.159445,5.654804,6.594320,876.00,93.50
