wall_time,cur_time,cur_loop_dt,cur_ctrl_freq,loop_count,fc_time_boot_ms,hb_age_s,sent_mode,echoed_mode,armed,drone_px_ref,drone_py_ref,drone_pz_ref,drone_vx_ref,drone_vy_ref,drone_vz_ref,payload_px_ref,payload_py_ref,payload_pz_ref,payload_vx_ref,payload_vy_ref,payload_vz_ref,payload_alpha_x,payload_alpha_y,payload_alphadot_x,payload_alphadot_y,ux,uy,uz,yaw_ref,yaw_rate_ref,drone_px_meas,drone_py_meas,drone_pz_meas,drone_vx_meas,drone_vy_meas,drone_vz_meas,drone_ax_meas,drone_ay_meas,drone_az_meas,drone_roll,drone_pitch,drone_yaw,drone_yaw_rate,sent_setpoint_bitmask,echoed_setpoint_bitmask,setpoint_bitmask_callback_dt,batt_voltage,batt_current,batt_rem_percent,GPS_fix_type,sat_count,HDOP,ekf_flags,ekf_pos_horiz_var,ekf_pos_vert_var,ekf_vel_var,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1783452271.6070,0.0000,nan,nan,1,89604,nan,GUIDED,?,0,5.960464477539062e-07,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8579094772424488,0.00927310430816607,-0.0005129542944794179,0,0,-0.010971732437610626,0.01185945887118578,9.99910831451416,0.011020609177649021,-0.01220089104026556,0.0008109691552817822,nan,nan,nan,0.001513816649094224,0.001596755115315318,-0.12649908661842346,0.0015490975929424167,3135,3576,nan,12.312,28.78,91,6,10,1.21,831,0.005171423312276602,0.00021418639516923577,0.00628076633438468,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.6271,0.0201,0.02011,49.73,2,89604,nan,GUIDED,?,0,0.010046124458312988,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.867955005654314,0.00927310430816607,-0.0005129542944794179,0,0,-0.010971732437610626,0.01185945887118578,9.99910831451416,0.011020609177649021,-0.01220089104026556,0.0008109691552817822,nan,nan,nan,0.001513816649094224,0.001596755115315318,-0.12649908661842346,0.0015490975929424167,3135,3135,0.019843578338623047,12.312,28.78,91,6,10,1.21,831,0.005171423312276602,0.00021418639516923577,0.00628076633438468,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.6471,0.0401,0.01998,50.04,3,89604,nan,GUIDED,?,0,0.02003324031829834,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8779421215142994,0.00927310430816607,-0.0005129542944794179,0,0,-0.010971732437610626,0.01185945887118578,9.99910831451416,0.011020609177649021,-0.01220089104026556,0.0008109691552817822,nan,nan,nan,0.001513816649094224,0.001596755115315318,-0.12649908661842346,0.0015490975929424167,3135,3135,0.019730329513549805,12.312,28.78,91,6,10,1.21,831,0.005171423312276602,0.00021418639516923577,0.00628076633438468,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.6671,0.0601,0.02005,49.87,4,89604,nan,GUIDED,?,0,0.030042529106140137,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8879514103021412,0.00927310430816607,-0.0005129542944794179,0,0,-0.010971732437610626,0.01185945887118578,9.99910831451416,0.011020609177649021,-0.01220089104026556,0.0008109691552817822,nan,nan,nan,0.001513816649094224,0.001596755115315318,-0.12649908661842346,0.0015490975929424167,3135,3135,0.019762277603149414,12.312,28.78,91,6,10,1.21,831,0.005171423312276602,0.00021418639516923577,0.00628076633438468,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.6872,0.0801,0.02005,49.88,5,89604,nan,GUIDED,?,0,0.04006791114807129,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8979767923440722,0.00927310430816607,-0.0005129542944794179,0,0,-0.010971732437610626,0.01185945887118578,9.99910831451416,0.011020609177649021,-0.01220089104026556,0.0008109691552817822,nan,nan,nan,0.001513816649094224,0.001596755115315318,-0.12649908661842346,0.0015490975929424167,3135,3135,0.019760608673095703,12.312,28.78,91,6,10,1.21,831,0.005171423312276602,0.00021418639516923577,0.00628076633438468,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.7073,0.1001,0.02016,49.59,6,89604,nan,GUIDED,?,0,0.05005025863647461,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9079591398324756,0.00927310430816607,-0.0005129542944794179,0,0,-0.010971732437610626,0.01185945887118578,9.99910831451416,0.011020609177649021,-0.01220089104026556,0.0008109691552817822,nan,nan,nan,0.001513816649094224,0.001596755115315318,-0.12649908661842346,0.0015490975929424167,3135,3135,0.01973891258239746,12.312,28.78,91,6,10,1.21,831,0.005171423312276602,0.00021418639516923577,0.00628076633438468,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.7273,0.1201,0.01999,50.03,7,89604,nan,GUIDED,?,0,0.060048699378967285,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9179575805749682,0.00927310430816607,-0.0005129542944794179,0,0,-0.010971732437610626,0.01185945887118578,9.99910831451416,0.011020609177649021,-0.01220089104026556,0.0008109691552817822,nan,nan,nan,0.001513816649094224,0.001596755115315318,-0.12649908661842346,0.0015490975929424167,3135,3135,0.019568920135498047,12.312,28.78,91,6,10,1.21,831,0.005171423312276602,0.00021418639516923577,0.00628076633438468,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.7474,0.1401,0.02005,49.86,8,89604,nan,GUIDED,?,0,0.07005107402801514,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9279599552240161,0.00927310430816607,-0.0005129542944794179,0,0,-0.010971732437610626,0.01185945887118578,9.99910831451416,0.011020609177649021,-0.01220089104026556,0.0008109691552817822,nan,nan,nan,0.001513816649094224,0.001596755115315318,-0.12649908661842346,0.0015490975929424167,3135,3135,0.019604921340942383,12.312,28.78,91,6,10,1.21,831,0.005171423312276602,0.00021418639516923577,0.00628076633438468,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.7673,0.1601,0.01992,50.19,9,89604,nan,GUIDED,?,0,0.080025315284729,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.93793419648073,0.00927310430816607,-0.0005129542944794179,0,0,-0.010971732437610626,0.01185945887118578,9.99910831451416,0.011020609177649021,-0.01220089104026556,0.0008109691552817822,nan,nan,nan,0.001513816649094224,0.001596755115315318,-0.12649908661842346,0.0015490975929424167,3135,3135,0.019474267959594727,12.312,28.78,91,6,10,1.21,831,0.005171423312276602,0.00021418639516923577,0.00628076633438468,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.7896,0.1801,0.02226,44.93,10,89604,nan,GUIDED,?,0,0.09004783630371094,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9479567174997119,0.00927310430816607,-0.0005129542944794179,0,0,-0.010971732437610626,0.01185945887118578,9.99910831451416,0.011020609177649021,-0.01220089104026556,0.0008109691552817822,nan,nan,nan,0.01512554008513689,0.0026040293741971254,-0.12646286189556122,0.0016897813184186816,3135,3135,0.019474267959594727,12.312,28.75,90,6,10,1.21,831,0.005171423312276602,0.00021418639516923577,0.00628076633438468,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.8093,0.2001,0.01977,50.59,11,89854,nan,GUIDED,?,0,0.10005533695220947,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9497958174321671,0.007559688012288058,-0.00020729152812614445,0,0,-0.01207612082362175,0.012201094999909401,9.999053955078125,0.01637425646185875,-0.011408893391489983,0.0006658791098743677,nan,nan,nan,0.01512554008513689,0.0026040293741971254,-0.12646286189556122,0.0016897813184186816,3135,3135,0.019309520721435547,12.312,28.75,90,6,10,1.21,831,0.007044582162052393,0.0002118503034580499,0.006092171650379896,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.8273,0.2201,0.01801,55.52,12,89854,nan,GUIDED,?,0,0.1100320816040039,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9597725620839616,0.007559688012288058,-0.00020729152812614445,0,0,-0.01207612082362175,0.012201094999909401,9.999053955078125,0.01637425646185875,-0.011408893391489983,0.0006658791098743677,nan,nan,nan,0.01512554008513689,0.0026040293741971254,-0.12646286189556122,0.0016897813184186816,3135,3135,0.01757335662841797,12.312,28.75,90,6,10,1.21,831,0.007044582162052393,0.0002118503034580499,0.006092171650379896,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.8474,0.2401,0.02001,49.97,13,89854,nan,GUIDED,?,0,0.12004578113555908,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9697862616155167,0.007559688012288058,-0.00020729152812614445,0,0,-0.01207612082362175,0.012201094999909401,9.999053955078125,0.01637425646185875,-0.011408893391489983,0.0006658791098743677,nan,nan,nan,0.01512554008513689,0.0026040293741971254,-0.12646286189556122,0.0016897813184186816,3135,3135,0.019577741622924805,12.312,28.75,90,6,10,1.21,831,0.007044582162052393,0.0002118503034580499,0.006092171650379896,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.8673,0.2601,0.01994,50.14,14,89854,nan,GUIDED,?,0,0.13006794452667236,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9798084250066299,0.007559688012288058,-0.00020729152812614445,0,0,-0.01207612082362175,0.012201094999909401,9.999053955078125,0.01637425646185875,-0.011408893391489983,0.0006658791098743677,nan,nan,nan,0.01512554008513689,0.0026040293741971254,-0.12646286189556122,0.0016897813184186816,3135,3135,0.019582509994506836,12.312,28.75,90,6,10,1.21,831,0.007044582162052393,0.0002118503034580499,0.006092171650379896,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.8874,0.2801,0.02010,49.74,15,89854,nan,GUIDED,?,0,0.14004886150360107,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9897893419835586,0.007559688012288058,-0.00020729152812614445,0,0,-0.01207612082362175,0.012201094999909401,9.999053955078125,0.01637425646185875,-0.011408893391489983,0.0006658791098743677,nan,nan,nan,0.01512554008513689,0.0026040293741971254,-0.12646286189556122,0.0016897813184186816,3135,3135,0.01963353157043457,12.312,28.75,90,6,10,1.21,831,0.007044582162052393,0.0002118503034580499,0.006092171650379896,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.9072,0.3001,0.01984,50.40,16,89854,nan,GUIDED,?,0,0.1500551700592041,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9997956505391616,0.007559688012288058,-0.00020729152812614445,0,0,-0.01207612082362175,0.012201094999909401,9.999053955078125,0.01637425646185875,-0.011408893391489983,0.0006658791098743677,nan,nan,nan,0.01512554008513689,0.0026040293741971254,-0.12646286189556122,0.0016897813184186816,3135,3135,0.01949334144592285,12.312,28.75,90,6,10,1.21,831,0.007044582162052393,0.0002118503034580499,0.006092171650379896,1500,1500,1000,1500,1800,1000,1000,1800
1783452271.9273,0.3201,0.02010,49.76,17,89854,nan,GUIDED,?,0,0.16004598140716553,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.009786461887123,0.007559688012288058,-0.00020729152812614445,0,0,-0.01207612082362175,0.012201094999909401,9.999053955078125,0.01637425646185875,-0.011408893391489983,0.0006658791098743677,nan,nan,nan,0.01512554008513689,0.0026040293741971254,-0.12646286189556122,0.0016897813184186816,3135,3135,0.01966714859008789,12.312,28.75,90,6,10,1.21,831,0.007044582162052393,0.0002118503034580499,0.006092171650379896,1500,1500,1000,1500,1800,1000,1000,1800
