wall_time,cur_time,cur_loop_dt,cur_ctrl_freq,loop_count,fc_time_boot_ms,hb_age_s,sent_mode,echoed_mode,armed,drone_px_ref,drone_py_ref,drone_pz_ref,drone_vx_ref,drone_vy_ref,drone_vz_ref,payload_px_ref,payload_py_ref,payload_pz_ref,payload_vx_ref,payload_vy_ref,payload_vz_ref,payload_alpha_x,payload_alpha_y,payload_alphadot_x,payload_alphadot_y,ux,uy,uz,yaw_ref,yaw_rate_ref,drone_px_meas,drone_py_meas,drone_pz_meas,drone_vx_meas,drone_vy_meas,drone_vz_meas,drone_ax_meas,drone_ay_meas,drone_az_meas,drone_gyrox_meas,drone_gyroy_meas,drone_gyroz_meas,drone_roll,drone_pitch,drone_yaw,drone_yaw_rate,sent_setpoint_bitmask,echoed_setpoint_bitmask,setpoint_bitmask_callback_dt,batt_voltage,batt_current,batt_rem_percent,GPS_fix_type,sat_count,HDOP,ekf_flags,ekf_pos_horiz_var,ekf_pos_vert_var,ekf_vel_var,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,servo1,servo2,servo3,servo4,servo5,servo6,servo7,servo8
1784758932.2631,0.0000,nan,nan,1,143652,1.427,GUIDED,GUIDED,128,-0.010970273055136204,0.012067202478647232,14.683887481689453,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.015855001061175985,0.02030143718529273,-0.6536277474728299,-0.1290321797132492,0,-0.011067798361182213,0.011346021667122841,14.988213539123535,0.009210195392370224,-0.01130466628819704,0.20166942477226257,0,0,-903,4,3,1,0.0034863243345171213,0.0032565630972385406,-0.1289837807416916,0.0004218474496155977,63,3576,nan,12.337,26.23,97,6,10,1.21,831,0.003518708748742938,0.009075435809791088,0.0077134701423347,1500,1500,1000,1500,1800,1000,1000,1800,1575,1575,1575,1575,0,0,0,0
1784758932.2793,0.0201,0.01620,61.74,2,144472,1.443,GUIDED,GUIDED,128,-0.010970273055136204,0.012067202478647232,14.683887481689453,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.02102489301396138,0.02038987793605078,-0.20842472219684532,-0.1290321797132492,0,-0.011564474552869797,0.011507035233080387,14.966753005981445,0.012481790035963058,-0.011448688805103302,-0.04297841712832451,0,0,-1013,2,2,1,0.0033175060525536537,0.0031510908156633377,-0.1290169656276703,0.00037582521326839924,63,3135,0.016031503677368164,12.337,26.23,97,6,10,1.21,831,0.0033397602383047342,0.009697485715150833,0.00758105143904686,1500,1500,1000,1500,1800,1000,1000,1800,1575,1575,1575,1575,0,0,0,0
1784758932.2993,0.0401,0.01993,50.17,3,144492,1.463,GUIDED,GUIDED,128,-0.010970273055136204,0.012067202478647232,14.683887481689453,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.02093734444725828,0.020256642276823646,-0.2104656590030508,-0.1290321797132492,0,-0.011643333360552788,0.011591511778533459,14.965041160583496,0.012476773001253605,-0.0114205377176404,-0.040811747312545776,0,0,-1013,0,0,1,0.003274827031418681,0.003111578756943345,-0.12901395559310913,0.00040707841981202364,63,3135,0.0197906494140625,12.337,26.23,97,6,10,1.21,831,0.0033397602383047342,0.009697485715150833,0.00758105143904686,1500,1500,1000,1500,1800,1000,1000,1800,1575,1575,1575,1575,0,0,0,0
1784758932.3193,0.0601,0.02005,49.88,4,144512,1.483,GUIDED,GUIDED,128,-0.010970273055136204,0.012067202478647232,14.683887481689453,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.02120090640124581,0.020407472425438236,-0.21251209250220107,-0.1290321797132492,0,-0.011546683497726917,0.011508970521390438,14.963834762573242,0.012573139742016792,-0.011459964327514172,-0.03893372416496277,0,0,-1011,-7,-7,1,0.003083681920543313,0.0029079392552375793,-0.12901903688907623,0.000382809666916728,63,3135,0.019909143447875977,12.337,26.23,97,6,10,1.21,831,0.0033397602383047342,0.009697485715150833,0.00758105143904686,1500,1500,1000,1500,1800,1000,1000,1800,1575,1575,1575,1575,0,0,0,0
1784758932.3393,0.0801,0.01999,50.02,5,144532,1.503,GUIDED,GUIDED,128,-0.010970273055136204,0.012067202478647232,14.683887481689453,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.021049077775628207,0.020226985950747216,-0.21260334169135997,-0.1290321797132492,0,-0.011582646518945694,0.011553045362234116,14.962301254272461,0.012506244704127312,-0.011381207033991814,-0.03799566999077797,0,0,-1007,-10,-12,1,0.002830987563356757,0.002628795802593231,-0.12902404367923737,0.0003495721612125635,63,3135,0.01988697052001953,12.337,26.23,97,6,10,1.21,831,0.0033397602383047342,0.009697485715150833,0.00758105143904686,1500,1500,1000,1500,1800,1000,1000,1800,1575,1575,1575,1575,0,0,0,0
1784758932.3592,0.1001,0.01995,50.13,6,144552,1.523,GUIDED,GUIDED,128,-0.010970273055136204,0.012067202478647232,14.683887481689453,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.02115444929550039,0.020289626468278518,-0.2112107666295337,-0.1290321797132492,0,-0.011445905081927776,0.011433877050876617,14.961118698120117,0.012488133274018764,-0.011348570697009563,-0.038116924464702606,0,0,-1001,-14,-15,1,0.002471582032740116,0.0022437204606831074,-0.12902885675430298,0.0002917686942964792,63,3135,0.019804000854492188,12.337,26.23,97,6,10,1.21,831,0.0033397602383047342,0.009697485715150833,0.00758105143904686,1500,1500,1000,1500,1800,1000,1000,1800,1575,1575,1575,1575,0,0,0,0
1784758932.3793,0.1201,0.02005,49.87,7,144572,1.543,GUIDED,GUIDED,128,-0.010970273055136204,0.012067202478647232,14.683887481689453,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.020827865096644152,0.01999877005001619,-0.2076840612089733,-0.1290321797132492,0,-0.011447461321949959,0.011445052921772003,14.959672927856445,0.012300478294491768,-0.011187097057700157,-0.039318352937698364,0,0,-995,-16,-17,1,0.002116663148626685,0.0018542896723374724,-0.129033625125885,0.00028749951161444187,63,3135,0.01988387107849121,12.337,26.23,97,6,10,1.21,831,0.0033397602383047342,0.009697485715150833,0.00758105143904686,1500,1500,1000,1500,1800,1000,1000,1800,1575,1575,1575,1575,0,0,0,0
1784758932.3992,0.1401,0.01991,50.21,8,144592,1.563,GUIDED,GUIDED,128,-0.010970273055136204,0.012067202478647232,14.683887481689453,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.02041880826170617,0.019571016599106116,-0.20303203231727615,-0.1290321797132492,0,-0.01142942626029253,0.011437252163887024,14.958184242248535,0.0120538966730237,-0.010935629718005657,-0.041144710034132004,0,0,-992,-17,-17,1,0.0017372403526678681,0.0014631120720878243,-0.12903828918933868,0.000228111632168293,63,3135,0.01979804039001465,12.337,26.23,97,6,10,1.21,831,0.0033397602383047342,0.009697485715150833,0.00758105143904686,1500,1500,1000,1500,1800,1000,1000,1800,1575,1575,1575,1575,0,0,0,0
1784758932.4196,0.1601,0.02039,49.05,9,144612,1.584,GUIDED,GUIDED,128,-0.010970273055136204,0.012067202478647232,14.683887481689453,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.019788462357082214,0.019005692258790563,-0.1982149814485683,-0.1290321797132492,0,-0.011431602761149406,0.011439844034612179,14.956971168518066,0.01169122289866209,-0.010610735975205898,-0.04322546720504761,0,0,-990,-17,-18,1,0.001347371726296842,0.0010479262564331293,-0.12904833257198334,0.00022516446188092232,63,3135,0.01979804039001465,12.337,26.23,97,6,10,1.21,831,0.0033397602383047342,0.009697485715150833,0.00758105143904686,1500,1500,1000,1500,1800,1000,1000,1800,1601,1601,1601,1601,0,0,0,0
1784758932.4400,0.1805,0.02039,49.05,10,144632,1.604,GUIDED,GUIDED,128,-0.010970273055136204,0.012067202478647232,14.683887481689453,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01856928021793072,0.017937249278962116,-0.1927259265976748,-0.1290321797132492,0,-0.01165278535336256,0.011640582233667374,14.955392837524414,0.011115027591586113,-0.010109766386449337,-0.04548332467675209,0,0,-990,-16,-18,1,0.000979580800049007,0.0006482788594439626,-0.1290535032749176,0.00015912787057459354,63,3135,0.020189523696899414,12.337,26.23,97,6,10,1.21,831,0.0033397602383047342,0.009697485715150833,0.00758105143904686,1500,1500,1000,1500,1800,1000,1000,1800,1601,1601,1601,1601,0,0,0,0
