wall_time,cur_time,cur_loop_dt,cur_ctrl_freq,loop_count,fc_time_boot_ms,hb_age_s,sent_mode,echoed_mode,armed,drone_px_ref,drone_py_ref,drone_pz_ref,drone_vx_ref,drone_vy_ref,drone_vz_ref,payload_px_ref,payload_py_ref,payload_pz_ref,payload_vx_ref,payload_vy_ref,payload_vz_ref,payload_alpha_x,payload_alpha_y,payload_alphadot_x,payload_alphadot_y,ux,uy,uz,yaw_ref,yaw_rate_ref,drone_px_meas,drone_py_meas,drone_pz_meas,drone_vx_meas,drone_vy_meas,drone_vz_meas,drone_ax_meas,drone_ay_meas,drone_az_meas,drone_gyrox_meas,drone_gyroy_meas,drone_gyroz_meas,drone_roll,drone_pitch,drone_yaw,drone_yaw_rate,sent_setpoint_bitmask,echoed_setpoint_bitmask,setpoint_bitmask_callback_dt,batt_voltage,batt_current,batt_rem_percent,GPS_fix_type,sat_count,HDOP,ekf_flags,ekf_pos_horiz_var,ekf_pos_vert_var,ekf_vel_var,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1784593925.0027,0.0000,nan,nan,1,172827,0.010,GUIDED,GUIDED,128,4.972945690155029,0.06344591081142426,14.999746322631836,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01757497353831815,0.02868906125879587,-0.0020075693212644047,0,0,4.972799301147461,0.06363426893949509,14.999717712402344,0.010231433436274529,-0.01667238585650921,0.0011755888117477298,0,0,-1001,0,4,2,0.0017060963436961174,0.0017477363580837846,-0.00014054635539650917,0.0006169837433844805,63,3135,nan,nan,nan,nan,nan,nan,nan,831,0.004321402404457331,0.000542207679245621,0.006840805523097515,nan,nan,nan,nan,nan,nan,nan,nan
1784593925.0228,0.0201,0.02017,49.59,2,172847,0.000,GUIDED,GUIDED,128,4.972945690155029,0.06344591081142426,14.999746322631836,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.017381023019068312,0.028320166726931363,-0.002004433522894573,0,0,4.972684860229492,0.0637776330113411,14.99969482421875,0.010185528546571732,-0.01654217578470707,0.0011869928566738963,0,0,-1001,4,0,2,0.001736879930831492,0.0016967057017609477,-0.00014121604908723384,0.0005910954205319285,63,3135,0.020105361938476562,nan,nan,nan,nan,nan,nan,831,0.004321402404457331,0.000542207679245621,0.006840805523097515,nan,nan,nan,nan,nan,nan,nan,nan
1784593925.0431,0.0401,0.02032,49.21,3,172867,0.000,GUIDED,GUIDED,128,4.972945690155029,0.06344591081142426,14.999746322631836,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01758634070040546,0.028539181509334263,-0.0021594595631789122,0,0,4.972740650177002,0.06366796046495438,14.999696731567383,0.010271858423948288,-0.016605304554104805,0.0012753959745168686,0,0,-1001,0,1,2,0.0016633725026622415,0.0016877539455890656,-0.00013967666018288583,0.0006017991108819842,63,3135,0.020243167877197266,nan,nan,nan,nan,nan,nan,831,0.004321402404457331,0.000542207679245621,0.006840805523097515,1500,1500,1000,1500,1800,1000,1000,1800
1784593925.0628,0.0601,0.01969,50.80,4,172887,0.000,GUIDED,GUIDED,128,4.972945690155029,0.06344591081142426,14.999746322631836,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.017430141304942626,0.0282822741540758,-0.0021298355313590866,0,0,4.972664833068848,0.06375201791524887,14.99968147277832,0.010225449688732624,-0.016505509614944458,0.0012671021977439523,0,0,-1001,-4,-3,2,0.0015256115002557635,0.0015598044265061617,-0.00013551038864534348,0.0007280814461410046,63,3135,0.019625425338745117,nan,nan,nan,nan,nan,nan,831,0.004321402404457331,0.000542207679245621,0.006840805523097515,1500,1500,1000,1500,1800,1000,1000,1800
1784593925.0828,0.0801,0.02002,49.96,5,172907,0.000,GUIDED,GUIDED,128,4.972945690155029,0.06344591081142426,14.999746322631836,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.017513906426574688,0.028427263701329242,-0.002154030108977426,0,0,4.972736835479736,0.0636160746216774,14.999685287475586,0.01023224089294672,-0.0165107324719429,0.0012788685271516442,0,0,-1001,-7,-10,2,0.0013286679750308394,0.0013044371735304594,-0.00013746107288170606,0.00073376449290663,63,3135,0.019954442977905273,nan,nan,nan,nan,nan,nan,831,0.004321402404457331,0.000542207679245621,0.006840805523097515,1500,1500,1000,1500,1800,1000,1000,1800
1784593925.1028,0.1001,0.01999,50.03,6,172927,0.000,GUIDED,GUIDED,128,4.972945690155029,0.06344591081142426,14.999746322631836,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01729626127832712,0.028121694062055846,-0.002097243654666759,0,0,4.972694396972656,0.06364892423152924,14.99967098236084,0.01013108529150486,-0.01635327748954296,0.001254341914318502,0,0,-1001,-7,-9,2,0.0011136278044432402,0.001066761207766831,-0.00013795994163956493,0.0007056965259835124,63,3135,0.01992940902709961,nan,nan,nan,nan,nan,nan,831,0.004321402404457331,0.000542207679245621,0.006840805523097515,1500,1500,1000,1500,1800,1000,1000,1800
1784593925.1228,0.1201,0.01998,50.06,7,172947,0.000,GUIDED,GUIDED,128,4.972945690155029,0.06344591081142426,14.999746322631836,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0170469312612562,0.027787203265196517,-0.0019983810118955623,0,0,4.9726738929748535,0.0636499747633934,14.999658584594727,0.009998972527682781,-0.016160765662789345,0.0012044213945046067,0,0,-1000,-11,-14,2,0.0008435507188551128,0.0007163364789448678,-0.00013860630861017853,0.0006803071592003107,63,3135,0.019912242889404297,nan,nan,nan,nan,nan,nan,831,0.004321402404457331,0.000542207679245621,0.006840805523097515,1500,1500,1000,1500,1800,1000,1000,1800
1784593925.1428,0.1401,0.02001,49.98,8,172967,0.000,GUIDED,GUIDED,128,4.972945690155029,0.06344591081142426,14.999746322631836,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.016993489121075293,0.027717780509307205,-0.002019122272024564,0,0,4.9727702140808105,0.0634792298078537,14.999666213989258,0.009912506677210331,-0.016022104769945145,0.0012119915336370468,0,0,-1001,-8,-12,2,0.0006256019696593285,0.0004318224382586777,-0.00013626417785417289,0.0007270502392202616,63,3135,0.019932031631469727,nan,nan,nan,nan,nan,nan,831,0.004321402404457331,0.000542207679245621,0.006840805523097515,1500,1500,1000,1500,1800,1000,1000,1800
1784593925.1629,0.1601,0.02003,49.92,9,172987,0.000,GUIDED,GUIDED,128,4.972945690155029,0.06344591081142426,14.999746322631836,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0166609054380486,0.027268395602018932,-0.002009363789747506,0,0,4.972772598266602,0.06344316899776459,14.999658584594727,0.009719112887978554,-0.015741832554340363,0.0012107623042538762,0,0,-1001,-11,-14,2,0.0003453140670899302,8.133343362715095e-05,-0.0001354830601485446,0.0006489786319434643,63,3135,0.019971132278442383,nan,nan,nan,nan,nan,nan,831,0.004321402404457331,0.000542207679245621,0.006840805523097515,1500,1500,1000,1500,1800,1000,1000,1800
1784593925.1828,0.1801,0.01995,50.13,10,173007,0.000,GUIDED,GUIDED,128,4.972945690155029,0.06344591081142426,14.999746322631836,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.016237676577816954,0.026669466507238185,-0.0019621347372413725,0,0,4.972771644592285,0.06341693550348282,14.999669075012207,0.009475312195718288,-0.015380894765257835,0.0011774379527196288,0,0,-1000,-8,-15,2,0.0001360783790005371,-0.0002560462453402579,-0.00013728377234656364,0.0007074595196172595,63,3135,0.0198822021484375,nan,nan,nan,nan,nan,nan,831,0.004329427145421505,0.00030837557278573513,0.007313613314181566,1500,1500,1000,1500,1800,1000,1000,1800
1784593925.2029,0.2001,0.02012,49.69,11,173027,0.000,GUIDED,GUIDED,128,4.972945690155029,0.06344591081142426,14.999746322631836,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01536916940179171,0.025481294648972447,-0.0019254454976321994,0,0,4.972596645355225,0.06364747881889343,14.99966812133789,0.009074915200471878,-0.01482800766825676,0.0011568060144782066,0,0,-1000,-10,-11,2,-0.00012798159150406718,-0.0005489325267262757,-0.00013651569315697998,0.0007228699978441,63,3135,0.02005934715270996,12.312,28.76,75,6,10,1.21,831,0.004329427145421505,0.00030837557278573513,0.007313613314181566,1500,1500,1000,1500,1800,1000,1000,1800
1784593925.2228,0.2201,0.01992,50.20,12,173047,0.000,GUIDED,GUIDED,128,4.972945690155029,0.06344591081142426,14.999746322631836,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01446915902408531,0.02427528709490904,-0.0018862270520824636,0,0,4.972446441650391,0.063840851187706,14.99966812133789,0.008642014116048813,-0.014243362471461296,0.0011341632343828678,0,0,-1001,-6,-13,2,-0.00029680313309654593,-0.0008610443910583854,-0.00013361498713493347,0.0007517244666814804,63,3135,0.019856929779052734,12.312,28.76,75,6,10,1.21,831,0.004329427145421505,0.00030837557278573513,0.007313613314181566,1500,1500,1000,1500,1800,1000,1000,1800
