frame,wall_time,time_s,marker_id,rx,ry,rz,x,y,z,range_m,u_px,v_px
1326,1786065133.7806,27.6412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1327,1786065133.8142,27.6748,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1328,1786065133.8304,27.6910,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1329,1786065133.8494,27.7100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1330,1786065133.8725,27.7331,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1331,1786065133.8939,27.7544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1332,1786065133.9141,27.7746,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1333,1786065133.9348,27.7954,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1334,1786065133.9536,27.8142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1335,1786065133.9745,27.8351,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1336,1786065133.9940,27.8546,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1337,1786065134.0164,27.8770,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1338,1786065134.0414,27.9020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1339,1786065134.0599,27.9205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1340,1786065134.0783,27.9389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1341,1786065134.1006,27.9612,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1342,1786065134.1201,27.9807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1343,1786065134.1397,28.0003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1344,1786065134.1629,28.0235,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1345,1786065134.1834,28.0440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1346,1786065134.2020,28.0626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1347,1786065134.2178,28.0784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1348,1786065134.2425,28.1031,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1349,1786065134.2624,28.1230,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1350,1786065134.2851,28.1457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1351,1786065134.3033,28.1638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1352,1786065134.3234,28.1840,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1353,1786065134.3455,28.2061,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1354,1786065134.3714,28.2320,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1355,1786065134.3923,28.2529,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1356,1786065134.4137,28.2743,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1357,1786065134.4352,28.2958,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1358,1786065134.4564,28.3170,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1359,1786065134.4763,28.3369,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1360,1786065134.4970,28.3576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1361,1786065134.5179,28.3784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1362,1786065134.5388,28.3994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1363,1786065134.5596,28.4202,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1364,1786065134.5801,28.4406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1365,1786065134.6139,28.4745,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1366,1786065134.6259,28.4865,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1367,1786065134.6464,28.5070,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1368,1786065134.6691,28.5297,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1369,1786065134.6874,28.5480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1370,1786065134.7089,28.5695,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1371,1786065134.7297,28.5903,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1372,1786065134.7601,28.6207,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1373,1786065134.7715,28.6321,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1374,1786065134.7902,28.6507,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1375,1786065134.8093,28.6699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1376,1786065134.8306,28.6912,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1377,1786065134.8519,28.7125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1378,1786065134.8732,28.7338,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1379,1786065134.8923,28.7529,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1380,1786065134.9142,28.7748,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1381,1786065134.9339,28.7945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1382,1786065134.9551,28.8157,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1383,1786065134.9770,28.8376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1384,1786065135.0065,28.8671,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1385,1786065135.0181,28.8786,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1386,1786065135.0458,28.9064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1387,1786065135.0604,28.9210,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1388,1786065135.0813,28.9419,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1389,1786065135.1016,28.9622,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1390,1786065135.1202,28.9808,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1391,1786065135.1420,29.0026,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1392,1786065135.1677,29.0283,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1393,1786065135.1840,29.0445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1394,1786065135.2095,29.0701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1395,1786065135.2297,29.0903,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1396,1786065135.2512,29.1118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1397,1786065135.2661,29.1267,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1398,1786065135.2917,29.1522,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1399,1786065135.3051,29.1657,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1400,1786065135.3258,29.1864,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1401,1786065135.3460,29.2066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1402,1786065135.3724,29.2330,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1403,1786065135.3873,29.2479,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1404,1786065135.4115,29.2721,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1405,1786065135.4304,29.2910,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1406,1786065135.4524,29.3130,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1407,1786065135.4732,29.3337,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1408,1786065135.4942,29.3548,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1409,1786065135.5155,29.3761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1410,1786065135.5387,29.3992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1411,1786065135.5570,29.4176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1412,1786065135.5802,29.4408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1413,1786065135.6003,29.4609,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1414,1786065135.6259,29.4864,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1415,1786065135.6411,29.5017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1416,1786065135.6615,29.5221,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1417,1786065135.6849,29.5455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1418,1786065135.7023,29.5629,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1419,1786065135.7215,29.5821,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1420,1786065135.7429,29.6034,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1421,1786065135.7652,29.6258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1422,1786065135.7850,29.6456,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1423,1786065135.8046,29.6652,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1424,1786065135.8271,29.6877,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1425,1786065135.8512,29.7118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1426,1786065135.8726,29.7332,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1427,1786065135.8899,29.7505,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1428,1786065135.9099,29.7705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1429,1786065135.9317,29.7923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1430,1786065135.9543,29.8149,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1431,1786065135.9736,29.8341,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1432,1786065135.9923,29.8529,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1433,1786065136.0170,29.8776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1434,1786065136.0374,29.8980,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1435,1786065136.0666,29.9272,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1436,1786065136.0809,29.9415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1437,1786065136.0987,29.9593,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1438,1786065136.1193,29.9799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1439,1786065136.1410,30.0016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1440,1786065136.1640,30.0245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1441,1786065136.1841,30.0447,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1442,1786065136.2050,30.0656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1443,1786065136.2256,30.0862,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1444,1786065136.2426,30.1032,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1445,1786065136.2673,30.1279,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1446,1786065136.2885,30.1491,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1447,1786065136.3055,30.1660,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1448,1786065136.3265,30.1871,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1449,1786065136.3509,30.2115,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1450,1786065136.3723,30.2329,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451,1786065136.3919,30.2525,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1452,1786065136.4155,30.2761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1453,1786065136.4424,30.3029,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1454,1786065136.4521,30.3126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1455,1786065136.4702,30.3308,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456,1786065136.4943,30.3549,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1457,1786065136.5178,30.3784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1458,1786065136.5367,30.3973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459,1786065136.5588,30.4194,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1460,1786065136.5771,30.4377,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1461,1786065136.6007,30.4612,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1462,1786065136.6177,30.4783,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1463,1786065136.6490,30.5096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1464,1786065136.6704,30.5309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1465,1786065136.6852,30.5458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1466,1786065136.7010,30.5616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1467,1786065136.7335,30.5940,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1468,1786065136.7480,30.6086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1469,1786065136.7648,30.6254,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1470,1786065136.7853,30.6459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1471,1786065136.8060,30.6665,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1472,1786065136.8294,30.6900,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1473,1786065136.8527,30.7132,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1474,1786065136.8735,30.7341,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1475,1786065136.8933,30.7539,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1476,1786065136.9277,30.7883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1477,1786065136.9383,30.7989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1478,1786065136.9587,30.8193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1479,1786065136.9751,30.8357,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1480,1786065136.9980,30.8586,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1481,1786065137.0192,30.8798,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1482,1786065137.0394,30.9000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1483,1786065137.0727,30.9333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1484,1786065137.0831,30.9437,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1485,1786065137.1018,30.9624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1486,1786065137.1274,30.9880,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1487,1786065137.1515,31.0121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1488,1786065137.1683,31.0289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1489,1786065137.1881,31.0487,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1490,1786065137.2110,31.0716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1491,1786065137.2328,31.0934,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1492,1786065137.2501,31.1107,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1493,1786065137.2694,31.1300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1494,1786065137.2923,31.1529,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1495,1786065137.3138,31.1744,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1496,1786065137.3305,31.1911,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1497,1786065137.3512,31.2118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1498,1786065137.3789,31.2395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1499,1786065137.3987,31.2593,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1500,1786065137.4165,31.2771,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1501,1786065137.4371,31.2977,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1502,1786065137.4591,31.3197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1503,1786065137.4794,31.3400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1504,1786065137.4974,31.3580,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1505,1786065137.5177,31.3783,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1506,1786065137.5399,31.4005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1507,1786065137.5616,31.4222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1508,1786065137.5809,31.4414,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1509,1786065137.6018,31.4624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1510,1786065137.6281,31.4886,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1511,1786065137.6449,31.5054,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1512,1786065137.6626,31.5232,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1513,1786065137.6780,31.5386,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1514,1786065137.7043,31.5649,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
