frame,wall_time,time_s,marker_id,rx,ry,rz,x,y,z,range_m,u_px,v_px
802,1786065122.8663,16.7269,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
803,1786065122.8897,16.7502,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
804,1786065122.9100,16.7705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
805,1786065122.9288,16.7893,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
806,1786065122.9482,16.8088,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
807,1786065122.9692,16.8298,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
808,1786065122.9901,16.8507,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
809,1786065123.0151,16.8756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
810,1786065123.0304,16.8910,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
811,1786065123.0500,16.9106,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
812,1786065123.0716,16.9322,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
813,1786065123.0959,16.9565,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
814,1786065123.1145,16.9751,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
815,1786065123.1397,17.0003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
816,1786065123.1579,17.0185,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
817,1786065123.1801,17.0407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
818,1786065123.1978,17.0584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
819,1786065123.2192,17.0798,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
820,1786065123.2510,17.1116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
821,1786065123.2659,17.1265,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
822,1786065123.2818,17.1423,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
823,1786065123.3024,17.1630,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
824,1786065123.3366,17.1972,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
825,1786065123.3448,17.2054,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
826,1786065123.3702,17.2308,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
827,1786065123.4010,17.2615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
828,1786065123.4111,17.2717,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
829,1786065123.4429,17.3034,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
830,1786065123.4558,17.3163,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
831,1786065123.4760,17.3365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
832,1786065123.4967,17.3573,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
833,1786065123.5176,17.3782,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
834,1786065123.5340,17.3945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
835,1786065123.5696,17.4302,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
836,1786065123.5809,17.4415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
837,1786065123.6009,17.4615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
838,1786065123.6207,17.4813,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
839,1786065123.6394,17.5000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
840,1786065123.6612,17.5218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
841,1786065123.6917,17.5523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
842,1786065123.7034,17.5640,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
843,1786065123.7232,17.5838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
844,1786065123.7452,17.6058,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
845,1786065123.7681,17.6287,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
846,1786065123.7858,17.6464,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
847,1786065123.8110,17.6716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
848,1786065123.8302,17.6908,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
849,1786065123.8505,17.7111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
850,1786065123.8725,17.7331,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
851,1786065123.8929,17.7535,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
852,1786065123.9139,17.7745,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
853,1786065123.9349,17.7955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
854,1786065123.9563,17.8168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
855,1786065123.9765,17.8370,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
856,1786065123.9960,17.8566,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
857,1786065124.0292,17.8898,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
858,1786065124.0422,17.9027,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
859,1786065124.0606,17.9211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
860,1786065124.0844,17.9449,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
861,1786065124.1009,17.9615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
862,1786065124.1245,17.9851,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
863,1786065124.1451,18.0056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
864,1786065124.1653,18.0259,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
865,1786065124.1859,18.0465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
866,1786065124.2035,18.0641,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
867,1786065124.2264,18.0870,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
868,1786065124.2530,18.1136,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
869,1786065124.2684,18.1290,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
870,1786065124.2892,18.1497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
871,1786065124.3209,18.1815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
872,1786065124.3334,18.1939,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
873,1786065124.3544,18.2150,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
874,1786065124.3759,18.2364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
875,1786065124.3985,18.2591,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
876,1786065124.4161,18.2767,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
877,1786065124.4359,18.2965,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
878,1786065124.4617,18.3223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
879,1786065124.4761,18.3367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
880,1786065124.5018,18.3624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
881,1786065124.5187,18.3793,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
882,1786065124.5413,18.4019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
883,1786065124.5630,18.4236,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
884,1786065124.5822,18.4428,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
885,1786065124.6012,18.4618,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
886,1786065124.6206,18.4811,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
887,1786065124.6414,18.5020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
888,1786065124.6689,18.5295,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
889,1786065124.6839,18.5445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
890,1786065124.7047,18.5653,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
891,1786065124.7257,18.5863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
892,1786065124.7471,18.6076,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
893,1786065124.7703,18.6309,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
894,1786065124.7910,18.6516,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
895,1786065124.8103,18.6709,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
896,1786065124.8312,18.6918,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
897,1786065124.8530,18.7136,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
898,1786065124.8720,18.7326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
899,1786065124.8924,18.7530,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
900,1786065124.9118,18.7724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
901,1786065124.9351,18.7957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
902,1786065124.9547,18.8153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
903,1786065124.9749,18.8355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
904,1786065124.9954,18.8560,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
905,1786065125.0201,18.8807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
906,1786065125.0391,18.8996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
907,1786065125.0597,18.9203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
908,1786065125.0807,18.9413,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
909,1786065125.1014,18.9620,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
910,1786065125.1214,18.9820,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
911,1786065125.1437,19.0043,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
912,1786065125.1642,19.0248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
913,1786065125.1863,19.0468,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
914,1786065125.2064,19.0670,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
915,1786065125.2250,19.0856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
916,1786065125.2469,19.1075,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
917,1786065125.2686,19.1292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
918,1786065125.2873,19.1478,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
919,1786065125.3057,19.1662,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
920,1786065125.3314,19.1920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
921,1786065125.3488,19.2094,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
922,1786065125.3713,19.2319,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
923,1786065125.3971,19.2577,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
924,1786065125.4086,19.2692,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
925,1786065125.4334,19.2940,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
926,1786065125.4541,19.3147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
927,1786065125.4755,19.3361,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
928,1786065125.4905,19.3511,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
929,1786065125.5131,19.3737,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
930,1786065125.5313,19.3919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
931,1786065125.5539,19.4145,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
932,1786065125.5739,19.4345,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
933,1786065125.6000,19.4606,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
934,1786065125.6169,19.4775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
935,1786065125.6382,19.4988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
936,1786065125.6582,19.5188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
937,1786065125.6826,19.5432,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
938,1786065125.7010,19.5615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
939,1786065125.7200,19.5806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
940,1786065125.7436,19.6042,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
941,1786065125.7659,19.6265,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
942,1786065125.7881,19.6486,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
943,1786065125.8072,19.6678,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
944,1786065125.8270,19.6876,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
945,1786065125.8458,19.7064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
946,1786065125.8674,19.7280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
947,1786065125.8893,19.7499,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
948,1786065125.9119,19.7724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
949,1786065125.9289,19.7895,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
950,1786065125.9487,19.8093,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
951,1786065125.9686,19.8292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
952,1786065125.9891,19.8497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
953,1786065126.0139,19.8744,245,0.960742,-2.294480,0.586669,0.233860,-0.022962,0.677327,0.716931,1605.79,751.75
954,1786065126.0315,19.8921,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
955,1786065126.0516,19.9122,245,0.988800,-2.323714,0.497242,0.241283,-0.020631,0.691992,0.733141,1609.83,756.29
956,1786065126.0792,19.9398,245,1.003102,-2.348070,0.460849,0.247124,-0.019542,0.700987,0.743529,1614.29,758.37
957,1786065126.0995,19.9600,245,1.002199,-2.361946,0.432313,0.251568,-0.020362,0.705992,0.749751,1618.83,756.79
958,1786065126.1198,19.9804,245,1.005574,-2.387606,0.379297,0.255274,-0.021282,0.710503,0.755269,1622.28,754.82
959,1786065126.1386,19.9992,245,1.007808,-2.414846,0.328070,0.257185,-0.021469,0.713379,0.758627,1623.63,754.11
960,1786065126.1592,20.0198,245,1.011320,-2.429751,0.305934,0.259756,-0.021026,0.716298,0.762232,1626.06,754.80
961,1786065126.1778,20.0384,245,1.006005,-2.436321,0.290756,0.262312,-0.020990,0.720112,0.766687,1628.05,754.86
962,1786065126.1997,20.0603,245,0.990588,-2.423901,0.253455,0.265799,-0.021351,0.725353,0.772814,1631.07,754.15
963,1786065126.2212,20.0817,245,0.968017,-2.407844,0.206466,0.269180,-0.021181,0.733378,0.781504,1632.35,754.42
964,1786065126.2410,20.1016,245,0.948429,-2.396731,0.173362,0.270512,-0.019899,0.737753,0.786036,1632.31,756.59
965,1786065126.2631,20.1237,245,0.928144,-2.409119,0.123812,0.272859,-0.017515,0.745049,0.793635,1631.97,760.52
966,1786065126.2853,20.1459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
967,1786065126.3057,20.1663,245,0.895394,-2.482454,0.048894,0.275245,-0.015249,0.751438,0.800407,1631.59,763.63
968,1786065126.3274,20.1880,245,0.882799,-2.537695,-0.000768,0.275618,-0.014884,0.753118,0.802106,1630.71,763.57
969,1786065126.3477,20.2083,245,0.878462,-2.611302,-0.071954,0.275742,-0.012779,0.755777,0.804609,1628.63,766.22
970,1786065126.3715,20.2321,245,0.866430,-2.664755,-0.171811,0.276091,-0.010521,0.758279,0.807047,1627.34,768.89
971,1786065126.3900,20.2506,245,0.837805,-2.604834,-0.223721,0.275508,-0.009605,0.760475,0.808900,1626.25,770.22
972,1786065126.4111,20.2717,245,0.825769,-2.616186,-0.265628,0.276845,-0.009059,0.763628,0.812314,1626.55,770.73
973,1786065126.4311,20.2917,245,0.801220,-2.608251,-0.336012,0.278599,-0.009277,0.765747,0.814906,1628.43,769.71
974,1786065126.4520,20.3126,245,0.789106,-2.613777,-0.343833,0.281561,-0.010711,0.769659,0.819614,1630.80,767.26
975,1786065126.4750,20.3356,245,0.774056,-2.619322,-0.356445,0.284340,-0.010711,0.773598,0.824268,1632.87,767.22
976,1786065126.4936,20.3541,245,0.756924,-2.649202,-0.382074,0.288326,-0.008579,0.777652,0.829427,1636.41,770.54
977,1786065126.5138,20.3744,245,0.721800,-2.669360,-0.463658,0.290734,-0.007600,0.777639,0.830245,1640.04,771.33
978,1786065126.5345,20.3951,245,0.687263,-2.678290,-0.534379,0.293500,-0.007519,0.776062,0.829742,1645.20,770.74
979,1786065126.5630,20.4236,245,0.661836,-2.688399,-0.547585,0.296261,-0.007476,0.776455,0.831089,1649.11,770.66
980,1786065126.5754,20.4360,245,0.636569,-2.679471,-0.577156,0.298636,-0.006744,0.777451,0.832862,1652.33,771.67
981,1786065126.5984,20.4589,245,0.616840,-2.663759,-0.614801,0.300713,-0.006619,0.778897,0.834957,1654.89,771.63
982,1786065126.6157,20.4762,245,0.607115,-2.641902,-0.647994,0.301821,-0.007712,0.779769,0.836179,1656.35,769.62
983,1786065126.6367,20.4972,245,0.610332,-2.622663,-0.663601,0.302066,-0.009201,0.780588,0.837046,1656.48,767.10
984,1786065126.6588,20.5194,245,0.614328,-2.597828,-0.672810,0.301466,-0.010390,0.781264,0.837474,1655.47,765.15
985,1786065126.6804,20.5410,245,0.620213,-2.582227,-0.679672,0.301172,-0.011655,0.781611,0.837709,1655.00,763.05
986,1786065126.7105,20.5711,245,0.622882,-2.560011,-0.686615,0.300459,-0.013012,0.780568,0.836499,1654.78,760.77
987,1786065126.7343,20.5949,245,0.625829,-2.553424,-0.682441,0.300174,-0.013360,0.780447,0.836289,1654.49,760.24
988,1786065126.7446,20.6052,245,0.623752,-2.551243,-0.684740,0.300578,-0.014278,0.779642,0.835699,1655.59,758.66
989,1786065126.7618,20.6224,245,0.622424,-2.549212,-0.675410,0.300651,-0.014365,0.778973,0.835103,1656.11,758.56
990,1786065126.7877,20.6483,245,0.619456,-2.555106,-0.669042,0.300514,-0.013970,0.778998,0.835070,1655.82,759.25
991,1786065126.8052,20.6658,245,0.614889,-2.557813,-0.672952,0.299846,-0.013142,0.777499,0.833417,1655.67,760.53
992,1786065126.8346,20.6952,245,0.616852,-2.568389,-0.662410,0.300168,-0.013139,0.778226,0.834212,1655.60,760.61
993,1786065126.8484,20.7090,245,0.616240,-2.571466,-0.669253,0.299143,-0.013901,0.775551,0.831359,1655.57,759.16
994,1786065126.8656,20.7262,245,0.622573,-2.574679,-0.650200,0.298361,-0.014097,0.774838,0.830417,1654.75,758.95
995,1786065126.9019,20.7625,245,0.628298,-2.581112,-0.640315,0.297024,-0.013275,0.773358,0.828542,1653.50,760.33
996,1786065126.9102,20.7708,245,0.632978,-2.590338,-0.628211,0.295652,-0.012869,0.771797,0.826587,1652.20,761.02
997,1786065126.9292,20.7898,245,0.640601,-2.609305,-0.605866,0.294165,-0.011941,0.770829,0.825138,1650.23,762.68
998,1786065126.9501,20.8107,245,0.644338,-2.620136,-0.591997,0.292581,-0.011193,0.769372,0.823202,1648.51,763.98
999,1786065126.9692,20.8297,245,0.647053,-2.633161,-0.576297,0.291895,-0.010847,0.768567,0.822202,1647.74,764.63
1000,1786065126.9922,20.8528,245,0.646645,-2.641920,-0.570286,0.291072,-0.010792,0.765315,0.818869,1648.26,764.64
1001,1786065127.0222,20.8828,245,0.652062,-2.655956,-0.550823,0.290280,-0.010327,0.763679,0.817053,1647.78,765.51
1002,1786065127.0375,20.8981,245,0.651816,-2.668497,-0.544133,0.289545,-0.009864,0.761809,0.815038,1647.57,766.26
1003,1786065127.0556,20.9161,245,0.649431,-2.670871,-0.535631,0.289287,-0.009963,0.759088,0.812404,1648.73,766.07
1004,1786065127.0900,20.9506,245,0.647025,-2.670918,-0.525138,0.288975,-0.009638,0.756578,0.809944,1649.72,766.64
1005,1786065127.1055,20.9661,245,0.646722,-2.684166,-0.514175,0.289544,-0.009698,0.755728,0.809354,1650.92,766.57
1006,1786065127.1255,20.9861,245,0.650462,-2.700166,-0.505970,0.290066,-0.010488,0.754174,0.808101,1652.42,765.20
1007,1786065127.1497,21.0103,245,0.649849,-2.706649,-0.511939,0.289516,-0.011048,0.751294,0.805223,1653.19,764.06
1008,1786065127.1653,21.0259,245,0.651722,-2.715919,-0.513407,0.289068,-0.011806,0.749503,0.803402,1653.43,762.64
1009,1786065127.1900,21.0506,245,0.655524,-2.731818,-0.520604,0.288695,-0.012394,0.747511,0.801418,1653.82,761.44
1010,1786065127.2089,21.0694,245,0.658261,-2.743719,-0.521489,0.288332,-0.013050,0.745129,0.799076,1654.50,760.17
1011,1786065127.2286,21.0892,245,0.664727,-2.764070,-0.519119,0.287474,-0.013004,0.743723,0.797455,1653.70,760.17
1012,1786065127.2501,21.1107,245,0.668073,-2.769611,-0.517760,0.286721,-0.012946,0.742719,0.796246,1653.03,760.23
1013,1786065127.2760,21.1365,245,0.671329,-2.786179,-0.519210,0.285600,-0.012467,0.741147,0.794368,1651.97,760.94
1014,1786065127.2897,21.1503,245,0.672225,-2.795923,-0.530335,0.284544,-0.011837,0.740229,0.793123,1650.73,761.88
1015,1786065127.3127,21.1733,245,0.672651,-2.807452,-0.544639,0.283438,-0.011665,0.739013,0.791589,1649.56,761.97
1016,1786065127.3363,21.1969,245,0.670861,-2.815874,-0.561996,0.282366,-0.011678,0.737642,0.789925,1648.59,761.71
1017,1786065127.3544,21.2150,245,0.670717,-2.819047,-0.571167,0.281952,-0.011574,0.737681,0.789813,1647.88,761.80
1018,1786065127.3860,21.2466,245,0.670965,-2.829177,-0.585073,0.281200,-0.011512,0.736570,0.788506,1647.22,761.72
1019,1786065127.4021,21.2627,245,0.671242,-2.838320,-0.583124,0.280517,-0.011173,0.735887,0.787620,1646.41,762.29
1020,1786065127.4158,21.2764,245,0.668938,-2.838620,-0.592258,0.280477,-0.011408,0.735289,0.787050,1646.72,761.77
1021,1786065127.4308,21.2914,245,0.669564,-2.841698,-0.591790,0.281176,-0.012136,0.735367,0.787383,1647.75,760.48
1022,1786065127.4488,21.3094,245,0.673680,-2.852983,-0.587167,0.281393,-0.012755,0.734003,0.786197,1648.75,759.36
1023,1786065127.4758,21.3364,245,0.674402,-2.853717,-0.595674,0.281512,-0.012605,0.733674,0.785929,1649.14,759.54
1024,1786065127.4964,21.3570,245,0.673849,-2.857912,-0.605890,0.281865,-0.012724,0.733247,0.785660,1649.93,759.21
1025,1786065127.5304,21.3910,245,0.674624,-2.862709,-0.612898,0.282308,-0.013263,0.732402,0.785039,1651.10,758.16
1026,1786065127.5418,21.4024,245,0.677210,-2.872049,-0.623380,0.282262,-0.013406,0.731491,0.784175,1651.47,757.76
1027,1786065127.5582,21.4188,245,0.679304,-2.875434,-0.623353,0.282355,-0.013323,0.730579,0.783357,1652.12,757.87
1028,1786065127.5934,21.4540,245,0.679814,-2.871375,-0.637913,0.283182,-0.013335,0.730435,0.783521,1653.62,757.73
1029,1786065127.6064,21.4670,245,0.678661,-2.867358,-0.654058,0.284106,-0.013811,0.730421,0.783850,1655.19,756.77
1030,1786065127.6168,21.4774,245,0.683334,-2.872050,-0.664219,0.284318,-0.014627,0.729012,0.782630,1656.34,755.16
1031,1786065127.6454,21.5060,245,0.683120,-2.872013,-0.677089,0.284718,-0.015289,0.729293,0.783050,1656.83,753.90
1032,1786065127.6754,21.5359,245,0.686615,-2.869149,-0.685047,0.285185,-0.015827,0.729311,0.783246,1657.61,752.89
1033,1786065127.6893,21.5499,245,0.686709,-2.866145,-0.691447,0.285835,-0.016535,0.729563,0.783733,1658.54,751.60
1034,1786065127.7027,21.5633,245,0.690463,-2.866294,-0.693279,0.286415,-0.016850,0.729694,0.784074,1659.39,751.04
1035,1786065127.7318,21.5924,245,0.692716,-2.869443,-0.691388,0.286653,-0.016808,0.729923,0.784372,1659.58,751.14
1036,1786065127.7467,21.6073,245,0.695138,-2.871329,-0.687559,0.287497,-0.016416,0.730561,0.785266,1660.51,751.91
1037,1786065127.7781,21.6387,245,0.695165,-2.872080,-0.680928,0.288040,-0.015793,0.731679,0.786493,1660.67,753.13
1038,1786065127.7880,21.6486,245,0.691985,-2.868234,-0.685463,0.288797,-0.015236,0.732899,0.787894,1661.20,754.15
1039,1786065127.8153,21.6759,245,0.687451,-2.864487,-0.688342,0.289531,-0.015022,0.733470,0.788690,1662.08,754.55
1040,1786065127.8309,21.6915,245,0.685584,-2.861370,-0.691320,0.290410,-0.014773,0.733384,0.788928,1663.58,754.97
1041,1786065127.8463,21.7068,245,0.682714,-2.856529,-0.695375,0.291721,-0.015141,0.733982,0.789975,1665.37,754.34
1042,1786065127.8685,21.7291,245,0.684343,-2.857486,-0.689801,0.292583,-0.015813,0.734378,0.790674,1666.46,753.22
1043,1786065127.8948,21.7554,245,0.685659,-2.850064,-0.688786,0.293067,-0.015805,0.735467,0.791865,1666.65,753.32
1044,1786065127.9177,21.7783,245,0.687003,-2.847819,-0.694937,0.293449,-0.015977,0.735460,0.792003,1667.29,752.97
1045,1786065127.9353,21.7959,245,0.688886,-2.841583,-0.696954,0.293858,-0.016439,0.735546,0.792244,1667.96,752.16
1046,1786065127.9538,21.8144,245,0.691264,-2.837344,-0.694327,0.293904,-0.016611,0.736453,0.793107,1667.51,751.94
1047,1786065127.9814,21.8420,245,0.689615,-2.825182,-0.696133,0.294145,-0.016483,0.737386,0.794060,1667.48,752.22
1048,1786065128.0047,21.8653,245,0.688671,-2.820289,-0.700215,0.294341,-0.016707,0.737437,0.794185,1667.82,751.80
1049,1786065128.0193,21.8799,245,0.690087,-2.816393,-0.695278,0.294591,-0.017218,0.738689,0.795451,1667.48,751.02
1050,1786065128.0452,21.9058,245,0.690934,-2.809233,-0.693231,0.294674,-0.017530,0.739577,0.796313,1667.14,750.55
1051,1786065128.0612,21.9218,245,0.687969,-2.802220,-0.693732,0.294694,-0.018192,0.739817,0.796558,1667.11,749.41
1052,1786065128.0807,21.9412,245,0.687742,-2.797498,-0.689699,0.295340,-0.018757,0.741160,0.798057,1667.35,748.54
1053,1786065128.1008,21.9614,245,0.688071,-2.793491,-0.685583,0.295662,-0.019436,0.742139,0.799102,1667.29,747.45
1054,1786065128.1207,21.9813,245,0.686082,-2.788162,-0.686927,0.295464,-0.019772,0.742341,0.799225,1666.92,746.87
1055,1786065128.1415,22.0021,245,0.684671,-2.784496,-0.685884,0.295386,-0.020247,0.743447,0.800235,1666.16,746.12
1056,1786065128.1642,22.0247,245,0.680669,-2.777437,-0.687404,0.294839,-0.020511,0.743862,0.800426,1665.14,745.67
1057,1786065128.1861,22.0467,245,0.682963,-2.775323,-0.684022,0.295125,-0.020706,0.745201,0.801781,1664.79,745.45
1058,1786065128.2064,22.0670,245,0.681901,-2.768611,-0.687356,0.294528,-0.021044,0.745187,0.801556,1663.95,744.84
1059,1786065128.2249,22.0855,245,0.682932,-2.767437,-0.683304,0.294384,-0.021570,0.746203,0.802463,1663.10,744.01
1060,1786065128.2460,22.1066,245,0.679494,-2.759146,-0.684711,0.294119,-0.021917,0.746723,0.802858,1662.48,743.44
1061,1786065128.2667,22.1273,245,0.682332,-2.760107,-0.682638,0.293621,-0.022125,0.747296,0.803215,1661.33,743.12
1062,1786065128.2880,22.1486,245,0.679388,-2.752862,-0.694567,0.293007,-0.021992,0.747366,0.803052,1660.44,743.27
1063,1786065128.3098,22.1704,245,0.681124,-2.758273,-0.696360,0.293138,-0.022123,0.747551,0.803276,1660.46,743.03
