wall_time,cur_time,cur_loop_dt,cur_ctrl_freq,loop_count,fc_time_boot_ms,hb_age_s,sent_mode,echoed_mode,armed,drone_px_ref,drone_py_ref,drone_pz_ref,drone_vx_ref,drone_vy_ref,drone_vz_ref,payload_px_ref,payload_py_ref,payload_pz_ref,payload_vx_ref,payload_vy_ref,payload_vz_ref,payload_alpha_x,payload_alpha_y,payload_alphadot_x,payload_alphadot_y,ux,uy,uz,yaw_ref,yaw_rate_ref,drone_px_meas,drone_py_meas,drone_pz_meas,drone_vx_meas,drone_vy_meas,drone_vz_meas,drone_ax_meas,drone_ay_meas,drone_az_meas,drone_roll,drone_pitch,drone_yaw,drone_yaw_rate,sent_setpoint_bitmask,echoed_setpoint_bitmask,setpoint_bitmask_callback_dt,batt_voltage,batt_current,batt_rem_percent,GPS_fix_type,sat_count,HDOP,ekf_flags,ekf_pos_horiz_var,ekf_pos_vert_var,ekf_vel_var,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1783460277.6574,0.0000,nan,nan,1,1442016,nan,AUTOTUNE,?,0,9.5367431640625e-07,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.828421467962964,3.443380952197048,9.470659485006495,0,0,-4.967620849609375,-3.399308443069458,0.46988606452941895,0.003017081879079342,-0.025445275008678436,0.03432604297995567,nan,nan,nan,-0.03061356022953987,-0.0046272799372673035,-3.1364269256591797,0.007668450009077787,3135,,nan,24.558,4.39,96,4,24,0.72,895,0.016333255916833878,0.001646774704568088,0.013564938679337502,1500,1500,1512,1498,1897,1500,1897,1102
1783460277.6777,0.0202,0.02022,49.46,2,1442031,nan,AUTOTUNE,?,0,0.010082840919494629,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.839434099913556,3.4426516519492334,9.47095492927777,0,0,-4.967289924621582,-3.399829626083374,0.4700998365879059,0.0022886565420776606,-0.02472330816090107,0.03403204679489136,nan,nan,nan,-0.030652545392513275,-0.0046311840415000916,-3.1361587047576904,0.017414016649127007,3135,,nan,24.558,4.39,96,4,24,0.72,895,0.016333255916833878,0.001646774704568088,0.013564938679337502,1500,1500,1512,1498,1897,1500,1897,1102
1783460277.6977,0.0402,0.02001,49.97,3,1442051,nan,AUTOTUNE,?,0,0.020082712173461914,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.8443200832591575,3.4451069541470107,9.47341484617963,0,0,-4.9667067527771,-3.4005634784698486,0.4696986973285675,0.0049044666811823845,-0.02571718767285347,0.03284341096878052,nan,nan,nan,-0.030629411339759827,-0.004555279389023781,-3.1359622478485107,0.011944378726184368,3135,,nan,24.558,4.39,96,4,24,0.72,895,0.016333255916833878,0.001646774704568088,0.013564938679337502,1500,1500,1512,1498,1897,1500,1897,1102
1783460277.7178,0.0601,0.02016,49.59,4,1442071,nan,AUTOTUNE,?,0,0.030073046684265137,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.854615527480007,3.444758572581744,9.47214253040383,0,0,-4.966389179229736,-3.401179552078247,0.4698735773563385,0.004544960334897041,-0.02516035921871662,0.03347701579332352,nan,nan,nan,-0.030658148229122162,-0.004547283053398132,-3.1361255645751953,-0.007274486590176821,3135,,nan,24.558,4.39,96,4,24,0.72,895,0.016333255916833878,0.001646774704568088,0.013564938679337502,1500,1500,1512,1498,1897,1500,1897,1102
1783460277.7378,0.0802,0.01999,50.02,5,1442091,nan,AUTOTUNE,?,0,0.04011857509613037,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.8659693362888845,3.4476041935361024,9.473583130014436,0,0,-4.965681552886963,-3.40205717086792,0.469541072845459,0.0033810760360211134,-0.02629658579826355,0.03283725678920746,nan,nan,nan,-0.030610032379627228,-0.00457821786403656,-3.136465549468994,-0.017451779916882515,3135,,nan,24.558,4.39,96,4,24,0.72,895,0.016333255916833878,0.001646774704568088,0.013564938679337502,1500,1500,1512,1498,1897,1500,1897,1102
1783460277.7585,0.1004,0.02064,48.45,6,1442114,nan,AUTOTUNE,?,0,0.050223588943481445,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.875521588567591,3.4509188749929987,9.473886445419424,0,0,-4.964840412139893,-3.4031338691711426,0.46930646896362305,0.003214580239728093,-0.02758868597447872,0.03279758617281914,nan,nan,nan,-0.030616268515586853,-0.004614213481545448,-3.1365504264831543,-0.004973668605089188,3135,,nan,24.558,4.39,96,4,24,0.72,895,0.016333255916833878,0.001646774704568088,0.013564938679337502,1500,1500,1512,1498,1897,1500,1897,1102
1783460277.7784,0.1204,0.01998,50.05,7,1442131,nan,AUTOTUNE,?,0,0.06019484996795654,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.881878043758113,3.450042375596115,9.473532909713233,0,0,-4.96442174911499,-3.4038190841674805,0.46942347288131714,0.005059874150902033,-0.026687029749155045,0.032934147864580154,nan,nan,nan,-0.03062412142753601,-0.004656603559851646,-3.136319875717163,0.011025645770132542,3135,,nan,24.558,4.39,96,4,24,0.72,895,0.016333255916833878,0.001646774704568088,0.013564938679337502,1500,1500,1512,1498,1897,1500,1897,1102
1783460277.7984,0.1404,0.01995,50.12,8,1442151,nan,AUTOTUNE,?,0,0.07019937038421631,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.8964375974216665,3.4490450195361815,9.475537559565913,0,0,-4.963690757751465,-3.404749631881714,0.4683094918727875,0.002007986418902874,-0.025573953986167908,0.03241991996765137,nan,nan,nan,-0.03065004013478756,-0.004605522379279137,-3.1360557079315186,0.01498826127499342,3135,,nan,24.558,4.39,96,4,24,0.72,895,0.016333255916833878,0.001646774704568088,0.013564938679337502,1500,1500,1512,1498,1897,1500,1897,1102
1783460277.8183,0.1604,0.01992,50.20,9,1442171,nan,AUTOTUNE,?,0,0.0801844596862793,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.89952849114154,3.450727438316886,9.476172237513456,0,0,-4.9633049964904785,-3.405447244644165,0.46812593936920166,0.005765632726252079,-0.026142532005906105,0.032159462571144104,nan,nan,nan,-0.030643055215477943,-0.004553148522973061,-3.136061906814575,0.0016562665114179254,3135,,nan,24.558,4.39,96,4,24,0.72,895,0.016333255916833878,0.001646774704568088,0.013564938679337502,1500,1500,1512,1498,1897,1500,1897,1102
1783460277.8385,0.1804,0.02014,49.66,10,1442191,nan,AUTOTUNE,?,0,0.09019553661346436,0.0,10.0,0.5,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.911331098133989,3.4519584602173934,9.477060294149593,0,0,-4.962663650512695,-3.406306266784668,0.46722570061683655,0.00436101108789444,-0.02635730616748333,0.0321664959192276,nan,nan,nan,-0.03057132102549076,-0.004546863958239555,-3.1363353729248047,-0.014405039139091969,3135,,nan,24.558,4.39,96,4,24,0.72,895,0.016333255916833878,0.001646774704568088,0.013564938679337502,1500,1500,1512,1498,1897,1500,1897,1102
